Status,Genres,Favorites,Popularity,Score,Chapters,Volumes,Ranked,link,Members,Authors,Serialization,Type,Published,name
 Finished,"['Comedy', 'Romance', 'Shonen']", 2, #14343," 7.14, "," 281
	"," 26
	", #8358,http://myanimelist.net/manga/12933/Ja_Ja_Uma_Grooming_UP!, 161,"['Yki, Masami']","
		None", Manga, 1994 to 2000,Ja Ja Uma Grooming UP! 
 Finished,"['Comedy', 'Slice of Life', 'Seinen']", 1, #17114," 6.91, "," 39
	"," 8
	", #11387,http://myanimelist.net/manga/42705/JA_-_Joshi_ni_Yoru_Agriculture, 98,"['Narmi, Nar', 'Karakemi, Ko']",Young Ace, Manga," Apr  4, 2011 to Jun  4, 2014",JA - Joshi ni Yoru Agriculture 
 Finished,"['Adventre', 'Historical', 'Shonen']", 0, #24040," 6.25, "," Unknown
	"," 2
	", #32292,http://myanimelist.net/manga/22265/I_am_Sarutobi!, 35,"['Tezka, Osam']","
		None", Manga, 1960 to ?,I am Sarutobi! 
 Finished,"['Adventre', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shonen Ai', 'Yaoi']", 13, #8421," 7.69, "," 24
	"," 6
	", #2336,http://myanimelist.net/manga/5039/Ja-Dou, 483,"['Oki, Mamiya', 'Kawahara, Tsbasa']",Magazine Be x Boy, Manga, Sep 2000 to Mar 2008,Ja-Dou 
 Finished,"['Hentai', 'Dojinshi']", 0, #25852," 6.30, "," Unknown
	"," 2
	", #19083,http://myanimelist.net/manga/88197/Pai-Lolis, 27,"['Sorimra, Yoji']","
		None", Doujinshi," Aug  16, 2014 to Dec  30, 2014",Pai-Lolis 
 Finished,"['Hentai', 'Dojinshi']", 0, #28681," 3.00, "," Unknown
	"," 1
	", #26268,http://myanimelist.net/manga/63083/Pai%E2%98%86Rela, 19,['Kagato'],"
		None", Doujinshi," Apr  13, 2009",Pai☆Rela 
 Finished,"['Drama', 'Romance', 'Shojo', 'Slice of Life']", 1, #11480," 6.86, "," Unknown
	"," 1
	", #12060,http://myanimelist.net/manga/14979/I_DOLL, 271,"['Koto, Mats']","
		None", Manga, 2006,I DOLL 
 Finished,"['Romance', 'Shojo']", 1, #8178," 7.19, "," 31
	"," 15
	", #7633,http://myanimelist.net/manga/20582/I_do_I_do, 508,"['Han, Y-Rang']","
		None", Manhwa, 2007 to ?,I do I do 
 Finished,"['Comedy', 'Shojo']", 0, #20581," 5.79, "," 1
	"," Unknown
	", #34069,http://myanimelist.net/manga/15954/I_Cant_Get!!, 57,"
		None",Issue, Manhwa," Aug  25, 2009",I Can't Get!! 
 Finished,"
	  ", 0, #15615," 6.73, "," 9
	"," 1
	", #13524,http://myanimelist.net/manga/23625/Pai-Nuki, 128,"['Ando, Hiroyki']","
		None", Manga," Sep  15, 2006",Pai-Nuki 
 Finished,"['Comedy', 'Drama', 'Romance', 'School', 'Shojo']", 23, #845," 7.57, "," 9
	"," 2
	", #3195,http://myanimelist.net/manga/12749/I_%E2%99%A5_HS," 5,154","['Yokoyama, Maymi']",Betsucomi, Manga," 2008 to Jun  12, 2009",I ♥ HS 
 Finished,"['Hentai', 'Harem']", 0, #30549," 10.00, "," 7
	"," 1
	", #25730,http://myanimelist.net/manga/65157/Pai_x_3!_Osananajimi_wa_Kyonyuu_Sanshimai, 15,"['Amaksa, Shiro', 'Saxasa']","
		None", Novel," Mar  14, 2011",Pai x 3! Osananajimi wa Kyonyuu Sanshimai 
 Finished,"['Drama', 'Historical', 'Gender Bender']", 0, #35595," 0.00, "," Unknown
	"," 2
	", #19232,http://myanimelist.net/manga/87911/Painter_in_the_Wind, 5,"['Yoon, Seng-Ki']","
		None", Manhwa, 2008 to 2009,Painter in the Wind 
 Finished,"
	  ", 1, #17455," 6.00, "," 33
	"," 2
	", #17370,http://myanimelist.net/manga/24719/Pai%E2%98%86Zuri, 93,['Krikara'],Comic Unreal, Manga," May  12, 2007 to Nov  12, 2013",Pai☆Zuri 
 Finished,"['Vampire', 'Yaoi']", 0, #16680," 6.23, "," 6
	"," 1
	", #34801,http://myanimelist.net/manga/12260/Vampire_Beast, 106,['Chi-Ran'],Hanaoto, Manga, 1997,Vampire Beast 
 Publishing,"['Drama', 'Spernatral', 'Seinen']", 2, #6704," 7.51, "," Unknown
	"," Unknown
	", #3734,http://myanimelist.net/manga/13823/Vampir, 672,"['Itski, Natsmi']",Afternoon, Manga, Aug 2006 to ?,Vampir 
 Finished,"['Hentai', 'Dojinshi']", 0, #27035," 6.91, "," Unknown
	"," 1
	", #19079,http://myanimelist.net/manga/88201/Vampira, 23,['Onomeshin'],"
		None", Doujinshi," Dec  30, 2014",Vampira 
 Finished,"['Action', 'Comedy', 'Drama', 'Vampire', 'Spernatral']", 0, #18440," 6.16, "," 1
	"," Unknown
	", #17072,http://myanimelist.net/manga/44721/Vampir_J%C3%A4ger, 79,"['Katagiri, Atari']",Gangan Online, One-shot," Mar  29, 2012",Vampir Jäger 
 Finished,"['Comedy', 'Romance', 'Shojo', 'Vampire']", 6, #2174," 7.24, "," 5
	"," 1
	", #6971,http://myanimelist.net/manga/15586/Vampire_Crisis," 2,263","['Ibki, Kaede']",Mobile Flower, Manga, 2009,Vampire Crisis 
 Publishing,"['Comedy', 'Fantasy', 'Horror', 'Vampire']", 5, #6354," 8.13, "," 38
	"," 5
	", #658,http://myanimelist.net/manga/16735/Vamp!, 724,"['Narita, Ryohgo', 'Enami, Katsmi']","
		None", Novel," May  10, 2004 to Oct  9, 2010",Vamp! 
 Finished,"
	  ", 0, #32688," 0.00, "," Unknown
	"," 1
	", #22242,http://myanimelist.net/manga/78825/M.E.M.:_Yogosareta_Junketsu, 11,"['Ail', 'Tskahara, Naoto', 'Fkami, Naoyki']","
		None", Novel," Jan  18, 2000",M.E.M.: Yogosareta Junketsu 
 Finished,"['Romance', 'Shojo', 'Sports']", 0, #23649," 7.71, "," 4
	"," 1
	", #35061,http://myanimelist.net/manga/10830/Nadeshiko_Prima, 37,"['Mizki, Kze']",Ciao, Manga, Not available,Nadeshiko Prima 
 Finished,"['Hentai', 'Spernatral']", 0, #25177," 5.50, "," 14
	"," 2
	", #29784,http://myanimelist.net/manga/40693/m7, 30,"['Kawazko, Choji']","
		None", Manga," Jul  24, 2010 to Sep  24, 2010",m7 
 Finished,"['Action', 'Horror', 'Mecha', 'Sci-Fi', 'Shonen']", 0, #16038," 7.60, "," 11
	"," 2
	", #24156,http://myanimelist.net/manga/71693/M3:_Sono_Kuroki_Hagane, 118,"['Minatogawa, Kazomi']",Comic Garden, Manga," Apr  30, 2014 to Jun  5, 2015",M3: Sono Kuroki Hagane 
 Finished,"
	  ", 0, #33962," 0.00, "," Unknown
	"," 1
	", #23012,http://myanimelist.net/manga/75951/Nadeshiko_Ryou_e_Irasshai, 9,"['Wakatski, Hikar', 'Kannazki, Nem']","
		None", Novel," Jul  16, 2006",Nadeshiko Ryou e Irasshai? 
 Finished,"['Mystery', 'Seinen']", 1, #3677," 7.40, "," 28
	"," 3
	", #4971,http://myanimelist.net/manga/3842/M.C._Law," 1,352","['Asada, Yaki', 'Tsrgina, Mai']",Comic Bunch, Manga, 2005 to ?,M.C. Law 
 Finished,"['Shonen', 'Sports']", 0, #32349," 8.00, "," Unknown
	"," 1
	", #29083,http://myanimelist.net/manga/46642/Nadeshiko_no_Kiseki_-_Kawasumi_Nahomi_Monogatari, 12,"['Yamatoya, Eco', 'Ueno, Naohiko']",Shounen Sunday, Manga, 2012,Nadeshiko no Kiseki - Kawasumi Nahomi Monogatari 
 Finished,"
	  ", 0, #23939," 3.00, "," 8
	"," 1
	", #25452,http://myanimelist.net/manga/66305/Nadeshiko%E2%99%A1Swim, 35,"['Shinonome, Ry']",Young Comic, Manga," May  10, 2011 to Jul  10, 2012",Nadeshiko♡Swim 
 Finished,"['Adventre', 'Comedy', 'Sci-Fi', 'Shonen', 'Military']", 5, #9228," 6.13, "," 25
	"," 4
	", #17156,http://myanimelist.net/manga/3022/Nadesico, 413,"['Asamiya, Kia']","
		None", Manga," Jan  29, 1997 to Jan  29, 1999",Nadesico 
 Finished,"['School', 'Yaoi']", 7, #2134," 7.65, "," 5
	"," 1
	", #2591,http://myanimelist.net/manga/2329/La_Satanica," 2,294","['Tenzen, Momoko']",drap, Manga," Aug  3, 2007",La Satanica 
 Finished,"['Yaoi', 'Dojinshi']", 1, #6496," 7.48, "," 1
	"," 1
	", #4078,http://myanimelist.net/manga/5358/La_Satanica_dj_-_Fluffy_Thing, 705,"['Tenzen, Momoko']","
		None", Doujinshi, 2011,La Satanica dj - Fluffy Thing 
 Finished,"['Fantasy', 'Horror', 'Shojo']", 6, #5170," 7.05, "," 5
	"," 1
	", #9628,http://myanimelist.net/manga/2691/La_Suite_Damour_Du_Chat_Noir, 942,"['Takamiya, Sator']",Ciao, Manga, 2004,La Suite D'amour Du Chat Noir 
 Finished,"['Drama', 'Horror', 'Psychological', 'Seinen']", 8, #1663," 6.66, "," 11
	"," 1
	", #14264,http://myanimelist.net/manga/977/Zashiki_Onna," 2,889","['Mochizki, Minetaro']",Young Magazine (Monthly), Manga," Jul  6, 1993 to ?",Zashiki Onna 
 Finished,"['Mystery', 'Drama', 'Ecchi', 'Seinen']", 1, #9659," 6.79, "," 11
	"," 2
	", #12916,http://myanimelist.net/manga/7895/Nae_ga_Yuru, 381,"['Kotoyoshi, Ymiske']",Young King, Manga," Feb  20, 2006 to Dec  25, 2006",Nae ga Yuru 
 Finished,"['Slice of Life', 'Seinen']", 1, #11076," 7.67, "," 9
	"," 1
	", #2444,http://myanimelist.net/manga/20594/La_Quinta_Camera, 293,"['Ono, Natsme']",Comic Seed!, Manga, Nov 2003 to May 2004,La Quinta Camera 
 Publishing,"['Fantasy', 'Seinen']", 0, #13996," 6.69, "," Unknown
	"," Unknown
	", #13899,http://myanimelist.net/manga/50849/La_Vie_en_Doll, 171,"['Inoe, Jnya']",Ultra Jump, Manga," Jun  10, 2013 to ?",La Vie en Doll 
 Finished,"['Hentai', 'Spernatral']", 0, #34752," 6.00, "," 6
	"," 1
	", #26564,http://myanimelist.net/manga/61935/Zashiki_Warashi_no_Okite:_Boufu_wa_Tsuyameku_Nyotai_wo_Nie_ni, 8,"['Shinano, Yra', 'Ayagami, Tatski']","
		None", Novel," Feb  17, 2005",Zashiki Warashi no Okite: Boufu wa Tsuyameku Nyotai wo Nie ni 
 Not yet published,"['Drama', 'Romance']", 0, #33673," 0.00, "," Unknown
	"," Unknown
	", #17993,http://myanimelist.net/manga/90186/S_to_S_no_Furachi_na_Doumei, 9,"['Nomra, Mizki', 'Fyno, Haraki']","
		None", Novel," Jul  24, 2015 to ?",S to S no Furachi na Doumei 
 Finished,"
	  ", 0, #31682," 7.00, "," Unknown
	"," 1
	", #26552,http://myanimelist.net/manga/61975/Zassou_Onna, 13,"['Asaki, Masashi']",Afternoon, Manga, 2010 to 2011,Zassou Onna 
 Finished,"['Comedy', 'Shojo Ai', 'Shonen Ai']", 1, #13013," 7.13, "," 22
	"," 1
	", #35118,http://myanimelist.net/manga/10424/Zassoukan_no_Juunintachi, 205,"['Eiki, Eiki']",Comic Blade, Manga, Not available,Zassoukan no Juunintachi 
 Finished,"['Action', 'Historical', 'Martial Arts', 'Samrai', 'Seinen']", 0, #13792," 6.82, "," Unknown
	"," 1
	", #12523,http://myanimelist.net/manga/17617/Zatouichi, 178,"['Hirata, Hiroshi']","
		None", Manga, 1966,Zatouichi 
 Finished,"
	  ", 0, #24634," 6.14, "," 8
	"," 1
	", #25902,http://myanimelist.net/manga/64367/S!X, 32,['Hyji'],Angel Club, Manga," Sep  30, 2004 to Apr  30, 2005",S!X 
 Finished,"['Comedy', 'Drama', 'Romance', 'Shojo']", 2, #8384," 7.37, "," 10
	"," 2
	", #5316,http://myanimelist.net/manga/9869/S+, 487,"['Hazki, Megmi']","
		None", Manga, 2004 to ?,S+ 
 Finished,"['Romance', 'Shojo']", 2, #4155," 7.23, "," 4
	"," 1
	", #7097,http://myanimelist.net/manga/19939/S_x_M," 1,209","['Takamiya, Sator']",Cheese!, Manga, 2009 to 2010,S x M 
 Finished,"['Comedy', 'Horror', 'Spernatral']", 0, #26848," 4.00, "," 10
	"," 1
	", #25716,http://myanimelist.net/manga/65221/Obake_no_Oyatsu, 24,"['Oshikiri, Renske']","
		None", Manga," Jul  5, 2007",Obake no Oyatsu 
 Finished,"['Comedy', 'Romance', 'Shojo']", 0, #10449," 7.30, "," 7
	"," 1
	", #6130,http://myanimelist.net/manga/51555/Yajuu_Kanojo, 329,['Konats'],Bessatsu Margaret, Manga, Oct 2011 to Feb 2013,Yajuu Kanojo 
 Finished,"['Comedy', 'Romance', 'Shojo']", 0, #4673," 6.38, "," 14
	"," 3
	", #16316,http://myanimelist.net/manga/1235/S+M," 1,064","['Smoto, Am']",Cheese!, Manga, 2000 to 2002,S+M 
 Finished,"['Drama', 'Horror', 'Shonen']", 1, #5920," 6.66, "," 1
	"," Unknown
	", #14234,http://myanimelist.net/manga/12883/Obake_Life, 790,"['Takahashi, Ichiro']",Shounen Jump (Weekly), One-shot," Jan  21, 2008",Obake Life 
 Finished,"
	  ", 0, #33849," 0.00, "," 5
	"," 1
	", #21091,http://myanimelist.net/manga/83473/S-dere_na_Kouhai_Joshi_ga_Ore_wo_Choukyou_Shiyou_to_Shitekimasu, 9,"['Aoi, Mikan', 'Ameno, Aria']","
		None", Novel," Jan  24, 2014",S-dere na Kouhai Joshi ga Ore wo Choukyou Shiyou to Shitekimasu 
 Finished,"
	  ", 0, #22860," 8.75, "," 90
	"," 6
	", #31575,http://myanimelist.net/manga/25187/Obake_no_Q-tarou, 41,"['Fjiko, F. Fjio', 'Fjiko, Fjio (A)']",Shounen Sunday, Manga, 1964 to 1973,Obake no Q-tarou 
 Finished,"['Comedy', 'Seinen']", 0, #34559," 6.50, "," Unknown
	"," 13
	", #22541,http://myanimelist.net/manga/77593/Obatalian, 8,"['Hotta, Katshiko']",Manga Life, Manga, Jun 1988 to Mar 1998,Obatalian 
 Finished,"
	  ", 0, #23504," 7.55, "," 1
	"," Unknown
	", #25682,http://myanimelist.net/manga/65359/Obedient_Girl, 37,['Shiorok'],Comic Mugen Tensei, One-shot," Nov  5, 2013",Obedient Girl 
 Finished,"
	  ", 0, #29792," 0.00, "," 6
	"," 1
	", #20044,http://myanimelist.net/manga/86567/Yakedo_to_Tsumeato, 16,"['Amagakre, Gido']",Dear+, Manga," Jun  13, 2014 to Nov  14, 2014",Yakedo to Tsumeato 
 Finished,"
	  ", 0, #8089," 6.87, "," Unknown
	"," 3
	", #11968,http://myanimelist.net/manga/2754/Yajuu_Shugi, 517,"['Misasagi, Fhri']",Magazine Be x Boy, Manga, 2007 to 2013,Yajuu Shugi 
 Finished,"['Romance', 'Shojo']", 1, #6319," 6.90, "," 4
	"," 1
	", #11558,http://myanimelist.net/manga/9628/Yajuu_Futari., 729,"['Krmatani, Harko']",Sho-Comi, Manga, 2004,"Yajuu, Futari. "
 Publishing,"['Comedy', 'Romance', 'School', 'Harem']", 0, #22967," 0.00, "," Unknown
	"," Unknown
	", #27597,http://myanimelist.net/manga/57319/Uchi_no_Isourou_ga_Sekai_wo_Shouaku_Shiteiru!, 40,"['Nanajoh, Tsyoshi', 'Nozomi, Tsbame']","
		None", Novel," Apr  15, 2012 to ?",Uchi no Isourou ga Sekai wo Shouaku Shiteiru! 
 Finished,"
	  ", 0, #27210," 6.50, "," 5
	"," 1
	", #28860,http://myanimelist.net/manga/49071/Yajuukei_Dilemma, 23,"['Mayama, Jn']",Daria, Manga," Nov  17, 2012",Yajuukei Dilemma 
 Finished,"['Hentai', 'Dojinshi']", 0, #18952," 7.14, "," Unknown
	"," 3
	", #8312,http://myanimelist.net/manga/38457/Uchi_no_Imouto_ga!!, 73,"['Okada, Ko']","
		None", Doujinshi," Aug  16, 2009 to Dec  31, 2011",Uchi no Imouto ga!! 
 Finished,"['Drama', 'Hentai']", 0, #35076," 0.00, "," Unknown
	"," 1
	", #22858,http://myanimelist.net/manga/76419/Uchi_no_Imouto_no_Baai, 7,"['Arisawa, Rei', 'E.G.O.', 'Kazami, Harki']","
		None", Novel," Sep  25, 2003",Uchi no Imouto no Baai 
 Finished,"['Comedy', 'School']", 0, #29102," 0.00, "," Unknown
	"," 3
	", #25738,http://myanimelist.net/manga/65113/Uchi_no_Kaichou_wa_Araburu_Toraneko_ni_Niteiru., 18,"['Sorano, Kazki', 'Rondo']","
		None", Novel," Mar  1, 2011 to Oct  1, 2011",Uchi no Kaichou wa Araburu Toraneko ni Niteiru. 
 Finished,"
	  ", 1, #18529," 7.00, "," 11
	"," 1
	", #30473,http://myanimelist.net/manga/33137/xxxx_Mamire, 78,"['Kamino, Ryya']",Comic Penguin Club Sanzokuban, Manga," Mar  11, 2006 to Mar  11, 2008",xxxx Mamire 
 Finished,"['Comedy', 'Romance', 'School']", 0, #27539," 0.00, "," Unknown
	"," 2
	", #26942,http://myanimelist.net/manga/60457/Uchi_no_Kanojo_ga_Chuuni_de_Komattemasu., 22,"['Ariko, Yoichi', 'Hinohara, Hiromits']","
		None", Novel," Mar  19, 2013 to Aug  20, 2013",Uchi no Kanojo ga Chuuni de Komattemasu. 
 Finished,"['Comedy', 'Yaoi']", 1, #4851," 7.00, "," 9
	"," 1
	", #10250,http://myanimelist.net/manga/20200/Uchi_no_Ko_ni_Narinasai," 1,019","['Isaka, Jgoro']","
		None", Manga, Not available,Uchi no Ko ni Narinasai 
 Finished,"['Action', 'Adventre', 'Drama', 'Magic', 'Romance', 'School', 'Spernatral', 'Psychological']", 21, #2751," 7.86, "," 3
	"," 1
	", #1420,http://myanimelist.net/manga/10183/xxxHOLiC:_AnotherHOLiC," 1,824","['CLAMP', 'Nisio, Isin']","
		None", Novel," Aug  1, 2006",xxxHOLiC: AnotherHOLiC 
 Publishing,"['Mystery', 'Drama', 'Spernatral', 'Seinen']", 43, #1220," 8.19, "," Unknown
	"," Unknown
	", #530,http://myanimelist.net/manga/46010/xxxHOLiC:_Rei," 3,835",['CLAMP'],Young Magazine (Weekly), Manga," Mar  4, 2013 to ?",xxxHOLiC: Rei 
 Finished,"['Drama', 'Yaoi']", 0, #9192," 6.28, "," 3
	"," 1
	", #16747,http://myanimelist.net/manga/2102/XY, 416,"['Tohjoh, Asami']","
		None", Manga, Not available,XY 
 Finished,"['Drama', 'Romance', 'Yaoi']", 1, #7998," 6.93, "," 8
	"," 1
	", #11217,http://myanimelist.net/manga/1466/Wagamama_Kitchen, 525,"['Monchi, Kaori']","
		None", Manga, Not available,Wagamama Kitchen 
 Finished,"['Fantasy', 'Romance', 'Yaoi']", 1, #13494," 6.94, "," Unknown
	"," 1
	", #11016,http://myanimelist.net/manga/21011/Wagamama_Gouman_Maou-sama!, 187,"['Kojima, Nazki', 'Wakatski, Kyoko']","
		None", Novel," Dec  22, 2007",Wagamama Gouman Maou-sama!? 
 Finished,"['School', 'Yaoi']", 0, #13425," 6.88, "," 7
	"," 1
	", #11723,http://myanimelist.net/manga/86967/Wagamama_Honey, 189,"['Kozaki, Yone']",drap, Manga," Jul  31, 2012 to Mar  30, 2013",Wagamama Honey 
 Finished,"['Action', 'Adventre', 'Ecchi', 'Fantasy', 'Martial Arts', 'Seinen']", 2, #15870," 6.78, "," 13
	"," 3
	", #12963,http://myanimelist.net/manga/57161/Queens_Blade_Rebellion:_Zero, 122,"['Soda, Tomo', 'Sagara, Riri']",Comic Dangan, Manga," Dec  2, 2011 to Mar  29, 2013",Queen's Blade Rebellion: Zero 
 Finished,"['Hentai', 'Harem', 'Spernatral']", 0, #33527," 0.00, "," 8
	"," 1
	", #26120,http://myanimelist.net/manga/63539/Wagamama_Little_Witch, 10,"['Noritama', 'Tomomiya, Iirok']","
		None", Novel," Aug  9, 2009",Wagamama Little Witch 
 Finished,"['Drama', 'School', 'Yaoi']", 3, #4078," 7.48, "," 26
	"," 5
	", #4092,http://myanimelist.net/manga/1945/Wagamama_dakedo_Itoshikute," 1,229","['Itski, Kaname']",Asuka Ciel, Manga, 2003 to 2008,Wagamama dakedo Itoshikute 
 Finished,"['Drama', 'Spernatral', 'Seinen']", 0, #19530," 9.00, "," 11
	"," 1
	", #24804,http://myanimelist.net/manga/68899/Wagamama_Chie-chan, 66,"['Shimra, Takako']",Comic Beam, Manga," Mar  12, 2014 to Feb  12, 2015",Wagamama Chie-chan 
 Not yet published,"['Romance', 'Shojo', 'Spernatral']", 0, #25552," 10.00, "," Unknown
	"," Unknown
	", #17908,http://myanimelist.net/manga/90334/Queens_Quality, 28,"['Motomi, Kyoske']",Betsucomi, Manga," Jul  13, 2015 to ?",Queen's Quality 
 Finished,"
	  ", 0, #21917," 7.15, "," 1
	"," Unknown
	", #20925,http://myanimelist.net/manga/84047/Queen%E2%99%A1Slave, 46,"['Ikezaki, Misa']","
		None", One-shot," Aug  6, 2014",Queen♡Slave 
 Finished,"['Action', 'Adventre', 'Ecchi', 'Fantasy', 'Martial Arts', 'Seinen']", 0, #12895," 6.84, "," 16
	"," 3
	", #12251,http://myanimelist.net/manga/46014/Queens_Blade:_Rurou_no_Senshi, 209,"['Kikkawa, Kabao', 'Hobby Japan']",Comic Alive, Manga, 2008 to ?,Queen's Blade: Rurou no Senshi 
 Finished,"
	  ", 0, #31439," 0.00, "," Unknown
	"," 1
	", #21293,http://myanimelist.net/manga/82727/H_na_Seiyuu_ja_Dame_desu_ka_Watashi_no_Koe_wo_Choukyou_Shite!, 13,"['Yashiro', 'Gokireddo']","
		None", Novel," Jun  14, 2011",H na Seiyuu ja Dame desu ka? Watashi no Koe wo Choukyou Shite! 
 Finished,"['Comedy', 'Romance', 'Shojo', 'Gender Bender']", 4, #10001," 7.65, "," 26
	"," 5
	", #2587,http://myanimelist.net/manga/3375/Queens, 358,"['Ha, Sng-Hyn']","
		None", Manhwa, 2003 to 2004,Queens 
 Finished,"
	  ", 0, #28889," 7.00, "," Unknown
	"," 1
	", #35486,http://myanimelist.net/manga/8120/H_ni_Matsuwaru_Etosetora, 19,"['Kimoto, Yki']","
		None", Manga, 1997,H ni Matsuwaru Etosetora 
 Finished,"['Action', 'Ecchi', 'Fantasy', 'Martial Arts', 'Seinen']", 8, #7006," 7.08, "," 28
	"," 5
	", #9223,http://myanimelist.net/manga/9062/Queens_Blade:_Hide_&_Seek, 635,"['Nanzaki, Ik', 'Hobby Japan']",Comp Ace, Manga," Oct  26, 2007 to May  26, 2010",Queen's Blade: Hide & Seek 
 Finished,"['Action', 'Adventre', 'Fantasy', 'Shonen', 'Spernatral']", 0, #23968," 7.67, "," 26
	"," 3
	", #27688,http://myanimelist.net/manga/56757/9_Tails, 35,"['Nanbo, Hidehisa', 'Shingo']",Dragon Magazine, Novel," Jun  18, 2005 to Mar  18, 2006",9 Tails 
 Finished,"['Hentai', 'Yri']", 3, #12477," 6.42, "," 30
	"," 1
	", #16054,http://myanimelist.net/manga/15019/H_na..., 226,"['Yi, Toshiki']",Comic Momohime, Manga, 2008,H na... 
 Finished,"
	  ", 0, #21398," 7.43, "," 31
	"," 3
	", #29647,http://myanimelist.net/manga/42161/108_Ward_Inside_and_Out:_Make-Up_Artist, 50,"['Ishinomori, Shotaro']",Big Comic, Manga," Jun  10, 1983 to Sep  10, 1984",108 Ward Inside and Out: Make-Up Artist 
 Finished,"['Hentai', 'Dojinshi']", 0, #28514," 6.50, "," Unknown
	"," 1
	", #20158,http://myanimelist.net/manga/86432/H_no_Tsubomi, 19,['MUMU'],"
		None", Doujinshi," Dec  31, 2004",H no Tsubomi 
 Finished,"['Comedy', 'Drama', 'Romance']", 2, #10379," 7.11, "," Unknown
	"," 6
	", #8827,http://myanimelist.net/manga/4499/B_-_Wanted, 335,"['Ene, Kei']","
		None", Manga, Not available,B - Wanted 
 Finished,"['Mystery', 'Drama', 'Sci-Fi', 'Shojo']", 7, #8201," 7.73, "," 3
	"," 1
	", #2067,http://myanimelist.net/manga/18752/11-nin_Iru!, 506,"['Hagio, Moto']",Betsucomi, Manga," Aug  11, 1975 to Oct  13, 1975",11-nin Iru! 
 Finished,"['Comedy', 'Dementia', 'Parody', 'Dojinshi']", 3, #7738," 7.19, "," Unknown
	"," 4
	", #7645,http://myanimelist.net/manga/16010/K-Dash, 549,"['CLAMP', 'Koge-Donbo*', 'Ikmi, Mia']","
		None", Doujinshi," Dec  28, 2002 to ?",K-Dash 
 Finished,"['Comedy', 'School', 'Slice of Life', 'Seinen']", 99, #1300," 7.82, "," 14
	"," 1
	", #1566,http://myanimelist.net/manga/51855/K-On!_College," 3,617",['Kakifly'],Manga Time Kirara, Manga," Apr  9, 2011 to Jun  8, 2012",K-On! College 
 Finished,"
	  ", 0, #15086," 6.36, "," 8
	"," 1
	", #16396,http://myanimelist.net/manga/15296/G-Cup_Teacher_Reiko, 140,"['Yamamoto, Yoshifmi']","
		None", Manga, Not available,G-Cup Teacher Reiko 
 Finished,"['Comedy', 'Msic', 'School', 'Slice of Life']"," 1,199", #195," 7.96, "," 57
	"," 4
	", #1085,http://myanimelist.net/manga/13001/K-On!," 16,049",['Kakifly'],Manga Time Kirara, Manga," Apr  9, 2007 to Sep  9, 2010",K-On! 
 Finished,"
	  ", 7, #5042," 8.21, "," 6
	"," 1
	", #494,http://myanimelist.net/manga/47030/K_Side:Red, 974,"['Szki, Shingo', 'Rairak, Rei']","
		None", Novel," Nov  16, 2012",K Side:Red 
 Finished,"['Comedy', 'Ecchi', 'School', 'Sci-Fi', 'Shonen', 'Spernatral']", 12, #2474," 6.71, "," 16
	"," 2
	", #13721,http://myanimelist.net/manga/21600/G-Maru_Edition," 2,016","['Kawashita, Mizki']",Jump SQ.19, Manga," May  19, 2010 to Dec  19, 2012",G-Maru Edition 
 Finished,"['Comedy', 'Msic', 'School', 'Slice of Life']", 39, #3380," 7.49, "," Unknown
	"," 5
	", #3936,http://myanimelist.net/manga/19551/K-On!_Anthology_Comic," 1,471","['Tamaoki, Benkyo', 'Iwami, Shoko', 'Imsanjo', 'kashmir', 'Mikage', 'Daioki', 'Harna, Mao', 'Moriki, Takeshi', 'Sanada, Ikki', 'Kazho', 'Baktendo', 'Arai, Cherry', 'Miz, Asato', 'Komso', 'Prapa', 'Hara, Yi', 'Kobayashi, Tetsro', 'Kobayashi, Tetsya', 'Nagmo.', 'Konishi, Aki', 'Szshiro, Seri', 'Sakayama, Shinta', 'Hiro', 'Shima, Tokio', 'Serebi, Ryosangata', 'Tamaoka, Kagari', 'Sakra, Hanpen', 'Shiba, Yske', 'Mikami, Komata', 'Gengoro', 'Koi', 'Hota.', 'Yoshimra, Kana', 'Yzki, Gao', 'Nekotof', 'ms', 'Harkaze, Mika', 'Hoppege', 'Kito', 'Araki, F', 'Nonohara, Chiki']","
		None", Manga," Nov  27, 2009 to Sep  27, 2011",K-On! Anthology Comic 
 Finished,"['Hentai', 'Spernatral']", 0, #31092," 5.00, "," 5
	"," 1
	", #25751,http://myanimelist.net/manga/65061/G-Officer_Miyuki, 14,"['Takahama, Taro', 'Gozen, Reiji']","
		None", Novel," Aug  30, 2004",G-Officer Miyuki 
 Finished,"['Action', 'Comedy', 'Fantasy', 'Shonen']", 1, #11822," 7.29, "," 82
	"," 9
	", #6317,http://myanimelist.net/manga/13251/G-School, 254,"['Son, Chang-ho']",Comic Champ, Manhwa, 2005 to ?,G-School 
 Finished,"
	  ", 1, #13858," 7.18, "," Unknown
	"," 6
	", #7800,http://myanimelist.net/manga/12424/F.O.X_II, 176,"['A-Bao', 'Neko Krez']","
		None", Manhua, 2006 to ?,F.O.X II 
