Status,Genres,Favorites,Popularity,Score,Chapters,Volumes,Ranked,link,Members,Authors,Serialization,Type,Published,name
 Finished,"
	  ", 0, #35093," 0.00, "," Unknown
	"," 1
	", #23120,http://myanimelist.net/manga/75593/Uchi_no_Ane_ga_OO_Sugite_Komatteiru_Ken, 7,"['Mikazki, Kogets', 'Takano, Yki']","
		None", Novel," Jul  20, 2012",Uchi no Ane ga OO Sugite Komatteiru Ken 
 Finished,"['Fantasy', 'Hentai', 'Harem']", 0, #28916," 0.00, "," Unknown
	"," 1
	", #18824,http://myanimelist.net/manga/88685/Yahari_Dungeon_ni_Harem_wo_Motomeru_no_wa_Machigatteiru., 18,"['Toono, Nagisa', 'Sato, Sator']","
		None", Novel," May  19, 2015",Yahari Dungeon ni Harem wo Motomeru no wa Machigatteiru. 
 Finished,"['Comedy', 'Romance', 'Yaoi']", 0, #8367," 7.21, "," 5
	"," 1
	", #7372,http://myanimelist.net/manga/24793/Uchi_no_Darling_Eikoku_Shinshi, 489,"['Araya, Miki']",Gush, Manga, Not available,Uchi no Darling Eikoku Shinshi 
 Finished,"['Comedy', 'Romance', 'School']", 0, #25368," 7.50, "," Unknown
	"," 2
	", #27193,http://myanimelist.net/manga/59389/Uchi_no_Class_no_Tayorinai_Last_Boss, 29,"['Kota, Nozomi', 'Nibiiro, Shizka']","
		None", Novel," Jan  1, 2013 to May  1, 2013",Uchi no Class no Tayorinai Last Boss 
 Finished,"['Comedy', 'Yaoi']", 0, #6691," 6.99, "," 7
	"," 1
	", #10389,http://myanimelist.net/manga/23468/Uchi_no_Darling_Gaikokujin, 673,"['Araya, Miki']",Gush, Manga, Not available,Uchi no Darling Gaikokujin 
 Finished,"['Romance', 'School', 'Shojo', 'Slice of Life']", 0, #17527," 8.33, "," Unknown
	"," 3
	", #33569,http://myanimelist.net/manga/18187/Xtra_Syndrome, 92,"['Kim, Jea-En']","
		None", Manhwa, 1998 to ?,Xtra Syndrome 
 Finished,"
	  ", 0, #18421," 6.56, "," 11
	"," 1
	", #15052,http://myanimelist.net/manga/66939/XS!, 79,"['Mdo, Eichi']",Comic LO, Manga," Nov  21, 2012 to Nov  21, 2013",XS! 
 Finished,"['Drama', 'Romance', 'Shojo']", 2, #7588," 6.53, "," 6
	"," 1
	", #15343,http://myanimelist.net/manga/11841/XXX_Lesson, 564,"['Hany, Shion']","
		None", Manga, 2007,XXX Lesson 
 Publishing,"['Romance', 'Shojo']", 2, #15995," 7.52, "," Unknown
	"," Unknown
	", #3589,http://myanimelist.net/manga/61941/Xu_Ge_Yuan_Ba!_Da_Xi, 119,['Ke Li'],"
		None", Manhua, 2011 to ?,Xu Ge Yuan Ba! Da Xi 
 Finished,"
	  ", 1, #13060," 5.67, "," 1
	"," Unknown
	", #17624,http://myanimelist.net/manga/19705/Xuerende_Liwu, 203,"
		None","
		None", Manhua, 2010,Xuerende Liwu 
 Finished,"['Historical', 'Yaoi']", 0, #7113," 6.92, "," 6
	"," 1
	", #11316,http://myanimelist.net/manga/14988/Waga_Itoshi_no_Shitsuji-dono, 621,"['Maeda, Momiji']",Aqua Comics, Manga," Feb  12, 2009",Waga Itoshi no Shitsuji-dono 
 Finished,"
	  ", 1, #20350," 7.00, "," Unknown
	"," 2
	", #34471,http://myanimelist.net/manga/13885/Waga_Na_wa_Nero, 59,"['Yashiko, Yoshikaz']","
		None", Manga, 1998 to ?,Waga Na wa Nero 
 Finished,"['Action', 'Drama', 'Seinen']", 3, #7242," 7.73, "," 149
	"," 15
	", #2080,http://myanimelist.net/manga/11698/Waga_Na_wa_Umishi, 605,"['Takemra, Yji', 'Komori, Yoichi']",Big Comic Spirits, Manga," Jul  5, 2004 to Dec  22, 2007",Waga Na wa Umishi 
 Publishing,"['Comedy', 'Shojo']", 0, #26326," 0.00, "," Unknown
	"," Unknown
	", #31394,http://myanimelist.net/manga/26205/Waga_Tsun_-_Waga_Ie_no_Chounan_Tsundere_Shachou, 26,"['Smiyoshi, Ykiko']",Comic B's-LOG, Manga, 2011 to ?,Waga Tsun - Waga Ie no Chounan Tsundere Shachou 
 Finished,"['Action', 'Demons', 'Sci-Fi']", 0, #23701," 9.00, "," Unknown
	"," 5
	", #23768,http://myanimelist.net/manga/73165/Quantum_Devil_Saga:_Avatar_Tuner, 36,"['Godai, Y', 'Maeda, Hirotaka']","
		None", Novel," Feb  18, 2011 to Oct  21, 2011",Quantum Devil Saga: Avatar Tuner 
 Finished,"['Comedy', 'Romance', 'School', 'Shojo', 'Spernatral']", 4, #3219," 7.78, "," 15
	"," 3
	", #1757,http://myanimelist.net/manga/67397/QQ_Sweeper," 1,547","['Motomi, Kyoske']",Betsucomi, Manga," Mar  13, 2014 to May  13, 2015",QQ Sweeper 
 Finished,"['Drama', 'Romance', 'School', 'Shojo']", 7, #3475," 7.37, "," 24
	"," 6
	", #5331,http://myanimelist.net/manga/7097/H," 1,429","['Sakrai, Machiko']",Bessatsu Friend, Manga," Jan  13, 2004 to Dec  13, 2005",H 
 Finished,"
	  ", 46, #4126," 6.80, "," 4
	"," 1
	", #12765,http://myanimelist.net/manga/15916/Waga_Tousou," 1,216","['Hitler, Adolf', 'Variety Art Works']","
		None", Manga," Oct  1, 2008",Waga Tousou 
 Finished,"['Cars', 'Comedy', 'Sports', 'Seinen']", 2, #18302," 8.23, "," 336
	"," 28
	", #34742,http://myanimelist.net/manga/12523/F, 81,"['Rokda, Nobor']",Gekkan! Spirits, Manga, 1986 to 1992,F 
 Finished,"['Comedy', 'Msic', 'Romance']", 0, #31079," 7.00, "," Unknown
	"," 1
	", #25374,http://myanimelist.net/manga/66613/Quartet_Buyobuyo, 14,"['Refeia', 'Mikazki, Kogets']","
		None", Novel," Jun  20, 2008",Quartet Buyobuyo 
 Finished,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Shonen']", 0, #10480," 6.80, "," 18
	"," 1
	", #12744,http://myanimelist.net/manga/25852/E, 327,"['Ooshiro, Shinri', 'Kirioka, Sana']",Comic Blade, Manga," Apr  30, 2011 to Dec  28, 2011",E 
 Finished,"['Sci-Fi', 'Psychological', 'Seinen']", 1, #15693," 6.89, "," Unknown
	"," 1
	", #11638,http://myanimelist.net/manga/35475/G, 126,"['Koike, Keiichi']",Comic Burger, Manga, 1988,G 
 Publishing,"['Mystery', 'Shojo', 'Spernatral']", 1, #28149," 10.00, "," Unknown
	"," Unknown
	", #21094,http://myanimelist.net/manga/83465/Rack:_13-gakari_no_Zankoku_Kikai, 20,"['Ibaraki, Baito']",Comic Gene, Manga," Sep  15, 2012 to ?",Rack: 13-gakari no Zankoku Kikai 
 Finished,"['Adventre', 'Shonen', 'Sper Power', 'Spernatral']", 0, #13315," 6.78, "," 1
	"," Unknown
	", #12981,http://myanimelist.net/manga/39235/Rad_&_Rinpu, 193,"['Skeno, Yoshiaki']",Jump SQ.19, One-shot," Aug  19, 2011",Rad & Rinpu 
 Finished,"
	  ", 0, #13959," 6.30, "," 3
	"," 1
	", #16658,http://myanimelist.net/manga/11965/Quartet_Game, 173,"['Yoshizmi, Watar']","
		None", Manga, Not available,Quartet Game 
 Finished,"['Adventre', 'Drama', 'Seinen']", 0, #17313," 6.78, "," 5
	"," 1
	", #29734,http://myanimelist.net/manga/41361/K, 95,"['Tanigchi, Jiro']","
		None", Manga, May 1988 to ?,K 
 Publishing,"['Fantasy', 'Shojo']", 4, #15270," 7.32, "," Unknown
	"," Unknown
	", #5907,http://myanimelist.net/manga/15471/Tableau_Gate, 136,"['Szki, Rika']",Princess Gold, Manga, 2007 to ?,Tableau Gate 
 Finished,"
	  ", 0, #31234," 5.50, "," 11
	"," 1
	", #31607,http://myanimelist.net/manga/25032/D, 14,"['Karino, Hasmi']","
		None", Manga, 1996 to ?,D 
 Finished,"['Adventre', 'Fantasy', 'Shonen']", 5, #9982," 7.60, "," 25
	"," 5
	", #2956,http://myanimelist.net/manga/6971/Radiata_Stories:_The_Epic_of_Jack, 359,"['Fjikawa, Yka']",GFantasy, Manga, 2005 to ?,Radiata Stories: The Epic of Jack 
 Finished,"['Hentai', 'Psychological']", 0, #28773," 4.00, "," Unknown
	"," 2
	", #29808,http://myanimelist.net/manga/40449/Taboo, 19,"['Sakabe, Shichi']","
		None", Manga," Dec  16, 2004",Taboo 
 Finished,"['Adventre', 'Comedy', 'Fantasy']", 0, #14607," 7.28, "," 26
	"," 5
	", #6422,http://myanimelist.net/manga/22984/Radiata_Stories:_The_Song_of_Ridley, 153,"['Kjo, Karna']",Gangan Wing, Manga, 2005 to ?,Radiata Stories: The Song of Ridley 
 Finished,"['Drama', 'Yaoi', 'Spernatral']", 4, #7630," 7.52, "," 6
	"," 1
	", #3624,http://myanimelist.net/manga/16635/Tableau_num%C3%A9ro_20, 560,['est em'],Be x Boy GOLD, Manga, Nov 2007 to Jun 2009,Tableau numéro 20 
 Finished,"
	  ", 0, #16910," 6.97, "," 8
	"," 1
	", #10687,http://myanimelist.net/manga/7073/Taboo_District, 102,"
		None","
		None", Manga," Mar  1, 2007",Taboo District 
 Finished,"['Romance', 'Josei']", 0, #20704," 5.20, "," 6
	"," 1
	", #34960,http://myanimelist.net/manga/11308/Taboo_ja_Nai_mon!, 56,"['Ysa, Aki']","
		None", Manga," May  17, 2007",Taboo ja Nai mon! 
 Finished,"['Hentai', 'Dojinshi']", 0, #21976," 6.24, "," Unknown
	"," 1
	", #28323,http://myanimelist.net/manga/53427/J-ct_Haramitai-kei_Joshi, 46,"['Ymeno, Tanki']","
		None", Doujinshi," Dec  31, 2011",J-ct Haramitai-kei Joshi 
 Finished,"['Shonen', 'Sports']", 0, #22361," 8.70, "," 78
	"," 10
	", #34386,http://myanimelist.net/manga/14465/J-Dream_Hishouhen, 44,"['Heichi, Natsko']",Shounen Magazine (Weekly), Manga, 1996 to ?,J-Dream Hishouhen 
 Finished,"['Drama', 'Romance', 'Yaoi', 'Gender Bender']", 46, #3780," 8.27, "," 16
	"," 3
	", #405,http://myanimelist.net/manga/16276/J_no_Subete," 1,320","['Nakamra, Asmiko']",Manga Erotics F, Manga, 2004 to 2006,J no Subete 
 Finished,"['Shonen', 'Sports']", 2, #21451," 8.10, "," Unknown
	"," 19
	", #34336,http://myanimelist.net/manga/14640/J-Dream, 50,"['Heichi, Natsko']",Shounen Magazine (Weekly), Manga, 1993 to ?,J-Dream 
 Finished,"['Comedy', 'Slice of Life', 'Seinen']", 2, #19692," 6.57, "," Unknown
	"," 2
	", #34103,http://myanimelist.net/manga/15822/I_Am_a_Turtle, 65,"['Tamra, Temari']",Ikki, Manga, 2008 to 2009,I Am a Turtle 
 Finished,"['Romance', 'School', 'Shojo']", 12, #2502," 7.31, "," 24
	"," 6
	", #6028,http://myanimelist.net/manga/14435/I_Accept_You," 2,000","['Kwon, Yel Hee']","
		None", Manhwa, 2003,I Accept You 
 Finished,"['Shonen', 'Sports']", 0, #33626," 8.33, "," Unknown
	"," 8
	", #31279,http://myanimelist.net/manga/27145/J-Dream_Kanzen_Nenshouhen, 10,"['Heichi, Natsko']",Shounen Magazine (Weekly), Manga, Not available,J-Dream Kanzen Nenshouhen 
 Publishing,"['Drama', 'Horror', 'Psychological', 'Seinen']", 604, #238," 8.23, "," Unknown
	"," Unknown
	", #463,http://myanimelist.net/manga/14440/I_Am_a_Hero," 13,981","['Hanazawa, Kengo']",Big Comic Spirits, Manga," Aug  28, 2009 to ?",I Am a Hero 
 Finished,"
	  ", 0, #21498," 5.69, "," 10
	"," 1
	", #24618,http://myanimelist.net/manga/69709/Pai_Commu%E2%99%A1, 49,"['Mronaga, Chaash']",Comic Masyo, Manga," Apr  24, 2012 to Feb  24, 2014",Pai Commu♡ 
 Finished,"['Romance', 'Josei']", 3, #8632," 7.48, "," 1
	"," Unknown
	", #4008,http://myanimelist.net/manga/39121/I_Am_Currently_Living_with_a_Bear, 463,"['Lee, Romo']","
		None", One-shot, Not available,I Am Currently Living with a Bear 
 Finished,"['Spernatral', 'Seinen']", 0, #20858," 6.65, "," 1
	"," Unknown
	", #14272,http://myanimelist.net/manga/73777/I_Am_Here_for_You, 54,"['Nakano, Harka']",Comic Zenon, One-shot," Aug  24, 2013",I Am Here for You 
 Finished,"
	  ", 0, #19189," 6.53, "," 10
	"," 1
	", #15326,http://myanimelist.net/manga/31023/Pai_Colle, 70,['Mitsya'],Comic Megastore H, Manga," May  1, 2006 to Feb  2, 2009",Pai Colle 
 Finished,"
	  ", 0, #23533," 5.43, "," 9
	"," 1
	", #27775,http://myanimelist.net/manga/56291/Pai_Koki:_Kanojo_no_Mune_wa_Chichi_Onaho, 37,"['Yoshimra, Tatsmaki']",Comic Megastore, Manga," Dec  2, 2006 to Jan  24, 2012",Pai Koki: Kanojo no Mune wa Chichi Onaho 
 Finished,"
	  ", 2, #15207," 6.85, "," 9
	"," 1
	", #12121,http://myanimelist.net/manga/53291/Pai_Fella_Lady, 137,"['Taihei, Tengok']",Comic Shingeki, Manga," Apr  5, 2013",Pai Fella Lady 
 Finished,"['Hentai', 'Harem', 'Spernatral']", 0, #30409," 0.00, "," Unknown
	"," 1
	", #22512,http://myanimelist.net/manga/77721/Pai_Touch!, 15,"['Akaza', 'May-Be Soft', 'Momen, Tof']","
		None", Novel," Apr  29, 2009",Pai Touch! 
 Finished,"['Hentai', 'Gender Bender']", 0, #32311," 0.00, "," 6
	"," 1
	", #27100,http://myanimelist.net/manga/59817/Valkyrie_Slave:_Kiyoshi_Shoujo_no_Shitsuke, 12,"['Karino, Kei', 'Yima, Ytaka']","
		None", Novel," Nov  20, 2002",Valkyrie Slave: Kiyoshi Shoujo no Shitsuke 
 Publishing,"['Action', 'Ecchi', 'Mecha', 'School', 'Sci-Fi', 'Shonen', 'Harem']", 1, #7070," 6.69, "," Unknown
	"," Unknown
	", #13885,http://myanimelist.net/manga/64929/Valkyrja_Engine, 626,"['Kijima, Renga']",Dragon Age, Manga," Nov  9, 2013 to ?",Valkyrja Engine 
 Publishing,"['Action', 'Comedy', 'Fantasy', 'Romance']", 0, #25374," 8.00, "," Unknown
	"," Unknown
	", #27376,http://myanimelist.net/manga/58433/Valkyrie_Works, 29,"['Aisora, Manta', 'Tsrgi, Hagane']","
		None", Novel," Apr  15, 2013 to ?",Valkyrie Works 
 Finished,"
	  ", 0, #18419," 6.79, "," 7
	"," 1
	", #12832,http://myanimelist.net/manga/70009/M_Otoko_Izonshou, 79,"['Mari, Mar']","
		None", Manga," Jun  28, 2012 to May  19, 2013",M Otoko Izonshou 
 Finished,"['Romance', 'Shojo', 'Vampire']", 0, #20591," 7.40, "," Unknown
	"," 1
	", #34983,http://myanimelist.net/manga/11232/Vamp_ni_Barabara, 57,"['Iisaka, Ykako']","
		None", Manga, 1991 to 1992,Vamp ni Barabara 
 Finished,"['Action', 'Fantasy', 'Romance']", 0, #27182," 0.00, "," Unknown
	"," 3
	", #27808,http://myanimelist.net/manga/56123/Vamp_on_the_Deadline, 23,"['p19', 'Igami, Madoka']","
		None", Novel," Apr  25, 2013 to Oct  25, 2013",Vamp on the Deadline 
 Finished,"['Hentai', 'School', 'Harem', 'Gender Bender']", 0, #32702," 0.00, "," Unknown
	"," 1
	", #22511,http://myanimelist.net/manga/77723/M_Teacher:_Kanojo%E2%99%82_no_Nayamiooki_Kyouiku_Jijou, 11,"['Ricotta', 'ALL-TiME', 'Sapporo, Momoko']","
		None", Novel," Aug  31, 2011",M Teacher: Kanojo♂ no Nayamiooki Kyouiku Jijou 
 Finished,"
	  ", 13, #2801," 7.45, "," 31
	"," 6
	", #4428,http://myanimelist.net/manga/3360/M_to_N_no_Shouzou," 1,789","['Higchi, Tachibana']",Hana to Yume, Manga, Not available,M to N no Shouzou 
 Finished,"['Yaoi', 'Dojinshi']", 0, #13054," 6.59, "," 1
	"," 1
	", #14819,http://myanimelist.net/manga/31409/M-ka_Chuuihou!, 203,"['Minami, Harka']","
		None", Doujinshi, Aug 2009,M-ka Chuuihou! 
 Finished,"['Comedy', 'Romance', 'School', 'Shojo']", 8, #2792," 7.31, "," 21
	"," 4
	", #6015,http://myanimelist.net/manga/17461/M.A.X.," 1,797","['Hh, Gook Hwa', 'Park, Kyong-Lan']",Party, Manhwa, 2009 to ?,M.A.X. 
 Finished,"['Comedy', 'Slice of Life']", 0, #29307," 8.67, "," 29
	"," 4
	", #35152,http://myanimelist.net/manga/10178/Nade_Pro!!, 18,"['Hido, Ryoji']",Un Poco, Manga, 2006 to 2011,Nade Pro!! 
 Finished,"
	  ", 0, #14337," 6.60, "," Unknown
	"," 4
	", #14741,http://myanimelist.net/manga/24768/M-shiki_Princess, 161,"['Sakai, Miwa']",Silky, Manga, 2010 to 2012,M-shiki Princess 
 Finished,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']", 0, #12396," 6.66, "," 33
	"," 1
	", #14185,http://myanimelist.net/manga/65661/Nadenade_Shikoshiko., 230,"['Umeyama, Tarako']",Manga Box, Manga," Dec  6, 2013 to Jul  18, 2014",Nadenade Shikoshiko. 
 Finished,"
	  ", 1, #17373," 7.00, "," 11
	"," 1
	", #10202,http://myanimelist.net/manga/52593/Nade%C2%B2_Shiko%C2%B2, 94,['Tohzai'],Comic Hanaman, Manga," Nov  21, 2009 to Jan  17, 2012",Nade² Shiko² 
 Finished,"['Comedy', 'Romance', 'School', 'Shojo', 'Harem']", 4, #2787," 7.47, "," 35
	"," 7
	", #4195,http://myanimelist.net/manga/5252/Nadeshiko_Club," 1,800","['Sakamoto, Mik']",Hana to Yume, Manga, 2000 to 2003,Nadeshiko Club 
 Publishing,"['Hentai', 'School', 'Yri']", 0, #27374," 7.25, "," Unknown
	"," Unknown
	", #18757,http://myanimelist.net/manga/88824/Nadeshiko_Hiyori, 22,['MARUTA'],Comic Penguin Club, Manga," Mar  30, 2015 to ?",Nadeshiko Hiyori 
 Finished,"['Action', 'Fantasy', 'Romance']", 0, #31857," 0.00, "," 26
	"," 4
	", #18124,http://myanimelist.net/manga/89983/L:_Sagishi_Flatland_no_Osoraku_wa_Karei_naru_Densetsu, 12,"['Miztani, Yz', 'Banjo, Teppei', 'Mizki, Aoi']","
		None", Novel," Apr  19, 2008 to Nov  20, 2009",L: Sagishi Flatland no Osoraku wa Karei naru Densetsu 
 Finished,"['Drama', 'School', 'Shojo', 'Shonen Ai']", 36, #4049," 7.38, "," 26
	"," 7
	", #5242,http://myanimelist.net/manga/281/La_Esperan%C3%A7a," 1,236","['Kawai, Chigsa']",Wings, Manga, Nov 2000 to 2006,La Esperança 
 Finished,"['School', 'Shojo']", 0, #29782," 6.60, "," 10
	"," 2
	", #19454,http://myanimelist.net/manga/87587/La_La_La_Hallelujah!, 16,"['Fjiwara, Yka']",Ribon Magazine, Manga," Apr  3, 2014 to Dec  27, 2014",La La La Hallelujah! 
 Publishing,"
	  ", 0, #35511," 0.00, "," Unknown
	"," Unknown
	", #32633,http://myanimelist.net/manga/21455/La_Legende_de_Paris-Paris, 6,"['Kawanami, Jnko']","
		None", Manga," Dec  8, 2004 to ?",La Legende de Paris-Paris 
 Finished,"['Shonen Ai', 'Yaoi']", 0, #12629," 6.67, "," 6
	"," 1
	", #14158,http://myanimelist.net/manga/2418/La_Partita, 220,"['Toyama, Mako']","
		None", Manga, Sep 2001 to ?,La Partita 
 Finished,"
	  ", 0, #4773," 7.15, "," 5
	"," 1
	", #8212,http://myanimelist.net/manga/18030/Zantei_Koibito," 1,038","['Akiba, Toko']",Chara, Manga, Not available,"Zantei, Koibito "
 Finished,"['Action', 'Mystery', 'Sci-Fi', 'Spernatral', 'Seinen']", 3, #4018," 7.29, "," 46
	"," 7
	", #6324,http://myanimelist.net/manga/12039/La_Mosca," 1,243","['Kang, Hyng Ky']",Young Champ, Manhwa," Jun  15, 2008 to Jun  30, 2010",La Mosca 
 Finished,"['Mystery', 'Drama', 'School']", 0, #24890," 7.00, "," 18
	"," 3
	", #26630,http://myanimelist.net/manga/61661/Zarathustra_e_no_Kaidan, 31,"['Horigchi, Ykiko', 'Dobashi, Shinjiro']","
		None", Novel," Nov  10, 2007 to Aug  10, 2008",Zarathustra e no Kaidan 
 Finished,"
	  ", 0, #31980," 6.00, "," 3
	"," 1
	", #20442,http://myanimelist.net/manga/85917/Zarathustra_Kaku_Katariki, 12,"['Variety Art Works', 'Nietzsche, Friedrich Wilhelm']","
		None", Manga," Aug  1, 2008",Zarathustra Kaku Katariki 
 Finished,"['Drama', 'Sci-Fi', 'Seinen']", 0, #24480," 8.50, "," Unknown
	"," 1
	", #31338,http://myanimelist.net/manga/26572/Zanzou, 33,"['Hoshino, Ykinob']",Young Jump, Manga, Not available,Zanzou 
 Finished,"
	  ", 0, #32441," 5.00, "," 41
	"," 3
	", #35494,http://myanimelist.net/manga/8080/Zarigani_Kachou, 12,"['Sonishi, Kenji']",Afternoon, Manga," Mar  24, 2007 to Feb  25, 2010",Zarigani Kachou 
 Finished,"['Romance', 'School', 'Shojo']", 13, #836," 7.54, "," 6
	"," 1
	", #3471,http://myanimelist.net/manga/5076/S_no_Yuiitsu!_M_no_Zettai," 5,192","['Toma, Rei']",Cheese!, Manga, 2007,S no Yuiitsu! M no Zettai 
 Finished,"['Action', 'Mystery', 'Drama', 'Spernatral']", 104, #1821," 8.50, "," 72
	"," 9
	", #144,http://myanimelist.net/manga/9726/Zaregoto_Series," 2,670","['Nisio, Isin', 'Take']","
		None", Novel," Feb  5, 2002 to Nov  7, 2005",Zaregoto Series 
 Finished,"
	  ", 0, #26632," 7.50, "," 11
	"," 1
	", #30170,http://myanimelist.net/manga/36977/S_to_M_no_Mitsugetsu, 25,"['Ohira, Yo']",Ohzora Shuppan, Manga," Aug  11, 2011",S to M no Mitsugetsu 
 Finished,"
	  ", 0, #30899," 0.00, "," Unknown
	"," 1
	", #21711,http://myanimelist.net/manga/80961/S_to_N_no_Kankei:_Tsunagaru_made_Hanarenai!, 14,"['Aki, Yashiro', 'Sitekiya, Ymin']","
		None", Novel," Sep  19, 2014",S to N no Kankei: Tsunagaru made Hanarenai! 
 Finished,"['Romance', 'School', 'Sci-Fi', 'Slice of Life', 'Seinen']", 0, #31576," 7.00, "," 12
	"," 3
	", #24358,http://myanimelist.net/manga/70805/S_to_F, 13,"['Watanabe, Shima']",Big Gangan, Manga," Jul  25, 2012 to Aug  24, 2013",S to F 
 Finished,"
	  ", 1, #19507," 6.75, "," 1
	"," Unknown
	", #13262,http://myanimelist.net/manga/81433/Oatsui_Hibi, 66,['Moketa'],Comic Anthurium, One-shot," Oct  10, 2014",Oatsui Hibi 
 Finished,"['Drama', 'Fantasy', 'Shojo', 'Spernatral']", 5, #7308," 6.52, "," 4
	"," 2
	", #15438,http://myanimelist.net/manga/505/S_to_M_no_Sekai, 597,"['Be-Papas', 'Saito, Chiho', 'Ikhara, Knihiko']",Asuka (Monthly), Manga," Nov  16, 2002 to Jul  17, 2003",S to M no Sekai 
 Finished,"['Hentai', 'Dojinshi']", 0, #22945," 5.91, "," Unknown
	"," 1
	", #24495,http://myanimelist.net/manga/70239/Oba-san_ne_Wakai_Ko_no_Ochi%E2%97%8Bchin_ni_Nando_mo_Ikasarechatta, 40,"['Pen, Gindo']","
		None", Doujinshi," Aug  12, 2012",Oba-san ne Wakai Ko no Ochi○chin ni Nando mo Ikasarechatta 
 Finished,"['Comedy', 'Romance', 'Shojo']", 0, #22218," 7.13, "," Unknown
	"," 5
	", #35590,http://myanimelist.net/manga/7724/Oath_to_Love_and_Passion, 45,"['Hwang, Sook Ji']","
		None", Manhwa, Not available,Oath to Love and Passion 
 Finished,"['Comedy', 'Drama', 'Romance', 'Shojo', 'Spernatral']", 1, #12655," 6.73, "," 22
	"," 4
	", #13560,http://myanimelist.net/manga/3634/Obaa-chan_wa_Idol, 219,"['Kikchi, Kmiko']",Princess, Manga, 1997 to ?,Obaa-chan wa Idol 
 Finished,"['Romance', 'Seinen']", 0, #19718," 6.28, "," 1
	"," Unknown
	", #16713,http://myanimelist.net/manga/73381/Obaa-chan_no_Poi, 64,"['Yoshii, Y']",Comic Zenon, One-shot," Apr  25, 2014",Obaa-chan no Poi 
 Publishing,"['Comedy', 'Romance', 'School', 'Seinen']", 26, #2090," 7.82, "," Unknown
	"," Unknown
	", #1568,http://myanimelist.net/manga/45447/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru.:_Monologue," 2,348","['Kazki, Rechi', 'Watari, Watar']",Big Gangan, Manga," Sep  25, 2012 to ?",Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue 
 Publishing,"['Comedy', 'Romance', 'School', 'Seinen']", 0, #10822," 7.64, "," Unknown
	"," Unknown
	", #2827,http://myanimelist.net/manga/80091/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru._@comic, 308,"['Watari, Watar', 'Io, Naomichi']",Sunday Gene-X, Manga," Dec  19, 2012 to ?",Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic 
 Publishing,"['Comedy', 'Romance', 'School']", 424, #867," 8.96, "," Unknown
	"," Unknown
	", #11,http://myanimelist.net/manga/40171/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru.," 5,075","['Watari, Watar', 'Ponkan 8']","
		None", Novel," Mar  23, 2011 to ?",Yahari Ore no Seishun Love Comedy wa Machigatteiru. 
 Finished,"['Romance', 'School', 'Shojo']", 91, #380," 7.85, "," 49
	"," 7
	", #1456,http://myanimelist.net/manga/15170/Obaka-chan_Koigatariki," 9,568","['Sato, Zakri']",Margaret, Manga," 2008 to Oct  5, 2010","Obaka-chan, Koigatariki "
 Finished,"['Adventre', 'Samrai', 'Shonen']", 18, #4516," 7.35, "," 255
	"," 24
	", #5574,http://myanimelist.net/manga/1631/Yaiba," 1,109","['Aoyama, Gosho']",Shounen Sunday, Manga, 1988 to 1993,Yaiba 
 Finished,"['Comedy', 'Drama', 'Romance', 'Yaoi']", 1, #4849," 7.17, "," 6
	"," 1
	", #7988,http://myanimelist.net/manga/2255/Yajuu_de_Hatsukoi," 1,020","['Yamato, Nase']",Magazine Be x Boy, Manga, 2009,Yajuu de Hatsukoi 
 Publishing,"['Fantasy', 'Romance', 'Shojo']", 3, #5310," 7.42, "," Unknown
	"," Unknown
	", #4679,http://myanimelist.net/manga/50347/Uchi_no_Heika_ga_Shinmai_de., 907,"['Kosmi, Fjiko']",Asuka (Monthly), Manga," Mar  23, 2013 to Jun  24, 2015",Uchi no Heika ga Shinmai de. 
 Finished,"['Comedy', 'Fantasy', 'Romance']", 0, #33154," 7.00, "," Unknown
	"," 4
	", #18794,http://myanimelist.net/manga/88767/Uchi_no_Hime-sama_ni_wa_Gakkari_desu...., 10,"['Fjima, Takya', 'Szki, Sz']","
		None", Novel," Oct  10, 2010 to Nov  10, 2011",Uchi no Hime-sama ni wa Gakkari desu.... 
 Finished,"
	  ", 0, #28599," 7.14, "," 1
	"," Unknown
	", #23498,http://myanimelist.net/manga/74205/Uchi_no_Imouto_ga_Sukoshi_Kawaii_Ikutsuka_no_Riyuu, 19,['Gogo 13-ji'],Comic X-Eros, One-shot," May  26, 2014",Uchi no Imouto ga Sukoshi Kawaii Ikutsuka no Riyuu 
